typedag,dienstnummer et,type,duur,start,einde,loop,intern loopnummer,lijn,var,rit,voertuig,vertrek,vertrek plaatscode,aankomst,aankomst plaatscode,afstand,AT,VT,dienstnummer
"23/0","VHO+2303","RIT","00u43","07u14","07u57","4501","4501U0508","50","01a","151","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u16","01u00","2303"
"23/0","VHO+2303","STA","00u02","07u57","07u59",,,,,,,,,,,,"06u16","01u00","2303"
"23/0","VHO+2303","RIT","01u01","07u59","09u00","4501","4501U0508","50","03","153","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u16","01u00","2303"
"23/0","VHO+2303","STA","00u41","09u00","09u41",,,,,,,,,,,,"06u16","01u00","2303"
"23/0","VHO+2303","RIT","00u53","09u41","10u34","4501","4501U0508","50","02","290","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u16","01u00","2303"
"23/0","VHO+2303","STA","00u02","10u34","10u36",,,,,,,,,,,,"06u16","01u00","2303"
"23/0","VHO+2303","RIT","00u40","10u36","11u16","4501","4501U0508","50","04b","292","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u16","01u00","2303"
"23/0","VHO+2303","STA","00u32","11u16","11u48",,,,,,,,,,,,"06u16","01u00","2303"
"23/0","VHO+2303","RIT","00u40","11u48","12u28","4501","4501U0508","50","01a","441","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u16","01u00","2303"
"23/0","VHO+2303","STA","00u02","12u28","12u30",,,,,,,,,,,,"06u16","01u00","2303"
"23/0","VHO+2303","RIT","00u54","12u30","13u24","4501","4501U0508","50","03","443","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u16","01u00","2303"
"23/0","VHO+2303","LED","00u30","13u24","13u54","4501","4501U0508",,,,"standaard","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"06u16","01u00","2303"
"23/0","VHO+2303","ANA","00u10","13u54","14u04",,,,,,,,,,,,"06u16","01u00","2303"
"23/0","VHO+2302","AVO","00u05","05u01","05u06",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","LED","00u05","05u06","05u11","4600","4600U0506",,,,"geleed","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u58","05u11","06u09","4600","4600U0506","50","06","20","geleed","Maldegem Markt","MDGmk2","Gent Sint-Pietersstation","GNTs2a",34.108,"05u22","02u22","2302"
"23/0","VHO+2302","STA","00u11","06u09","06u20",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u36","06u20","06u56","4600","4600U0506","50","01a","61","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u22","02u22","2302"
"23/0","VHO+2302","STA","00u02","06u56","06u58",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u59","06u58","07u57","4600","4600U0506","50","03","63","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u22","02u22","2302"
"23/0","VHO+2302","LED","00u30","07u57","08u27","4600","4600U0506",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u22","02u22","2302"
"23/0","VHO+2302","ONE","03u05","08u27","11u32",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","ATU","00u15","11u32","11u47",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","LED","00u15","11u47","12u02","4611","4611U1147",,,,"geleed","Garage Van Hoorebeke","VHO276","Eeklo Watertoren","EEKwat",9.009,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u46","12u02","12u48","4611","4611U1147","50","08","440","geleed","Eeklo Watertoren","EEKwat","Gent Sint-Pietersstation","GNTs2a",24.424,"05u22","02u22","2302"
"23/0","VHO+2302","STA","00u07","12u48","12u55",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u42","12u55","13u37","4611","4611U1147","801","01","41","geleed","Gent Sint Pietersstation","GNTs1a","Lotenhulle Guldensporenplein","LOHgul",22.844,"05u22","02u22","2302"
"23/0","VHO+2302","LED","00u21","13u37","13u58","4611","4611U1147",,,,"geleed","Lotenhulle Guldensporenplein","LOHgul","Garage Van Hoorebeke","VHO276",19.337,"05u22","02u22","2302"
"23/0","VHO+2302","ONV","04u42","13u58","18u40",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","LED","00u41","18u40","19u21","4616","4616U1840",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u35","19u21","19u56","4616","4616U1840","50","01a","981","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u22","02u22","2302"
"23/0","VHO+2302","STA","00u02","19u56","19u58",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2302","RIT","00u46","19u58","20u44","4616","4616U1840","50","03","983","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u22","02u22","2302"
"23/0","VHO+2302","LED","00u30","20u44","21u14","4616","4616U1840",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u22","02u22","2302"
"23/0","VHO+2302","ANA","00u10","21u14","21u24",,,,,,,,,,,,"05u22","02u22","2302"
"23/0","VHO+2301","AVO","00u05","04u31","04u36",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","LED","00u05","04u36","04u41","4500","4500U0436",,,,"standaard","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u58","04u41","05u39","4500","4500U0436","50","06","10","standaard","Maldegem Markt","MDGmk2","Gent Sint-Pietersstation","GNTs2a",34.108,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u14","05u39","05u53",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u35","05u53","06u28","4500","4500U0436","50","01a","41","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u02","06u28","06u30",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u52","06u30","07u22","4500","4500U0436","50","03","43","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u32","00u56","2301"
"23/0","VHO+2301","LED","00u30","07u22","07u52","4500","4500U0436",,,,"standaard","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"06u32","00u56","2301"
"23/0","VHO+2301","ONE","03u39","07u52","11u31",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","ATU","00u15","11u31","11u46",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","LED","00u15","11u46","12u01","4610","4610U1146",,,,"geleed","Garage Van Hoorebeke","VHO276","Eeklo Watertoren","EEKwat",9.009,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","01u00","12u01","13u01","4610","4610U1146","50","09","471","geleed","Eeklo Watertoren","EEKwat","Brugge Station","BGGstn",32.289,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u04","13u01","13u05",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u30","13u05","13u35","4610","4610U1146","50","02a","540","geleed","Brugge Station","BGGstn","Maldegem Station","MDGstn",17.863,"06u32","00u56","2301"
"23/0","VHO+2301","LED","00u02","13u35","13u37","4610","4610U1146",,,,"geleed","Maldegem Station","MDGstn","Garage Van Hoorebeke","VHO276",0.6860000000000001,"06u32","00u56","2301"
"23/0","VHO+2301","ONV","02u31","13u37","16u08",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","LED","00u02","16u08","16u10","4515","4515U1608",,,,"standaard","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmkt",1.885,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u27","16u10","16u37","4515","4515U1608","87","01","31","standaard","Maldegem Markt","MDGmkt","Aalter Station","AATstn",14.552,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u05","16u37","16u42",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u26","16u42","17u08","4515","4515U1608","87","02","20","standaard","Aalter Station","AATstn","Maldegem Markt","MDGmkt",14.844,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u02","17u08","17u10",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u27","17u10","17u37","4515","4515U1608","87","01","41","standaard","Maldegem Markt","MDGmkt","Aalter Station","AATstn",14.552,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u08","17u37","17u45",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u26","17u45","18u11","4515","4515U1608","87","02","30","standaard","Aalter Station","AATstn","Maldegem Markt","MDGmkt",14.844,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u02","18u11","18u13",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u27","18u13","18u40","4515","4515U1608","87","01","51","standaard","Maldegem Markt","MDGmkt","Aalter Station","AATstn",14.552,"06u32","00u56","2301"
"23/0","VHO+2301","STA","00u05","18u40","18u45",,,,,,,,,,,,"06u32","00u56","2301"
"23/0","VHO+2301","RIT","00u24","18u45","19u09","4515","4515U1608","87","02","40","standaard","Aalter Station","AATstn","Maldegem Markt","MDGmkt",14.844,"06u32","00u56","2301"
"23/0","VHO+2301","LED","00u02","19u09","19u11","4515","4515U1608",,,,"standaard","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"06u32","00u56","2301"
"23/0","VHO+2301","ANA","00u10","19u11","19u21",,,,,,,,,,,,"06u32","00u56","2301"
"25/0","VHO+2117","AVO","00u05","16u19","16u24",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","LED","00u14","16u24","16u38","4513","4513U1624",,,,"standaard","Garage Van Hoorebeke","VHO276","Eeklo Station","EEKstn",9.673,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","01u00","16u38","17u38","4513","4513U1624","50","03","801","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u30","17u38","18u08",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u58","18u08","19u06","4513","4513U1624","50","02","930","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u02","19u06","19u08",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u37","19u08","19u45","4513","4513U1624","50","04b","932","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u32","19u45","20u17",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u35","20u17","20u52","4513","4513U1624","50","01a","1021","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u02","20u52","20u54",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u46","20u54","21u40","4513","4513U1624","50","03","1023","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u05","21u40","21u45",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u45","21u45","22u30","4513","4513U1624","50","02","1040","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u02","22u30","22u32",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u35","22u32","23u07","4513","4513U1624","50","04b","1042","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"07u12","00u59","2517"
"25/0","VHO+2117","STA","00u22","23u07","23u29",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u58","23u29","24u27","4513","4513U1624","50","07","1081","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"07u12","00u59","2517"
"25/0","VHO+2117","LED","00u02","24u27","24u29","4513","4513U1624",,,,"standaard","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"07u12","00u59","2517"
"25/0","VHO+2117","ONS","00u10","24u29","24u39",,,,,,,,,,,,"07u12","00u59","2517"
"25/0","VHO+2117","LED","00u41","24u39","25u20","4516","4516U2439",,,,"standaard","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"07u12","00u59","2517"
"25/0","VHO+2117","RIT","00u58","25u20","26u18","4516","4516U2439","50","07","1141","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"07u12","00u59","2517"
"25/0","VHO+2117","LED","00u02","26u18","26u20","4516","4516U2439",,,,"standaard","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"07u12","00u59","2517"
"25/0","VHO+2117","ANA","00u10","26u20","26u30",,,,,,,,,,,,"07u12","00u59","2517"
"23/0",,"ANW","00u04","08u34","08u38",,,,,,,,,,,,"05u49","02u08","2313"
"23/0",,"ANW","00u36","08u15","08u51",,,,,,,,,,,,"06u23","01u17","2314"
"23/0",,"ANW","00u30","08u22","08u52",,,,,,,,,,,,"01u48","01u06","2316"
"26/0","VHO+2608","AVO","00u05","17u06","17u11",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","LED","00u41","17u11","17u52","4501","4501U1711",,,,"standaard","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u37","17u52","18u29","4501","4501U1711","50","01a","621","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u58","01u20","2608"
"26/0","VHO+2608","STA","00u02","18u29","18u31",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u51","18u31","19u22","4501","4501U1711","50","03","623","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u58","01u20","2608"
"26/0","VHO+2608","STA","00u20","19u22","19u42",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u47","19u42","20u29","4501","4501U1711","50","02","720","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u58","01u20","2608"
"26/0","VHO+2608","STA","00u02","20u29","20u31",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u37","20u31","21u08","4501","4501U1711","50","04b","722","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u58","01u20","2608"
"26/0","VHO+2608","STA","01u10","21u08","22u18",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u35","22u18","22u53","4501","4501U1711","50","01a","761","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u58","01u20","2608"
"26/0","VHO+2608","STA","00u02","22u53","22u55",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u47","22u55","23u42","4501","4501U1711","50","03","763","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u58","01u20","2608"
"26/0","VHO+2608","STA","00u06","23u42","23u48",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u46","23u48","24u34","4501","4501U1711","50","02","810","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u58","01u20","2608"
"26/0","VHO+2608","LED","00u37","24u34","25u11","4501","4501U1711",,,,"standaard","Eeklo Station","EEKstn","Gent Sint Pietersstation","GNTs1a",20.518,"05u58","01u20","2608"
"26/0","VHO+2608","STA","00u09","25u11","25u20",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2608","RIT","00u58","25u20","26u18","4501","4501U1711","50","07","821","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"05u58","01u20","2608"
"26/0","VHO+2608","LED","00u02","26u18","26u20","4501","4501U1711",,,,"standaard","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"05u58","01u20","2608"
"26/0","VHO+2608","ANA","00u10","26u20","26u30",,,,,,,,,,,,"05u58","01u20","2608"
"26/0","VHO+2607","AVO","00u05","15u36","15u41",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","LED","00u14","15u41","15u55","4500","4500U1541",,,,"standaard","Garage Van Hoorebeke","VHO276","Eeklo Station","EEKstn",9.673,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u58","15u55","16u53","4500","4500U1541","50","03","473","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u20","16u53","17u13",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u52","17u13","18u05","4500","4500U1541","50","02","590","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u02","18u05","18u07",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u38","18u07","18u45","4500","4500U1541","50","04b","592","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u32","18u45","19u17",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u35","19u17","19u52","4500","4500U1541","50","01a","691","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u02","19u52","19u54",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u48","19u54","20u42","4500","4500U1541","50","03","693","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u02","00u16","2607"
"26/0","VHO+2607","STA","01u00","20u42","21u42",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u46","21u42","22u28","4500","4500U1541","50","02","770","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u02","22u28","22u30",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u37","22u30","23u07","4500","4500U1541","50","04b","772","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"07u02","00u16","2607"
"26/0","VHO+2607","STA","01u11","23u07","24u18",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u35","24u18","24u53","4500","4500U1541","50","01a","801","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u02","24u53","24u55",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u47","24u55","25u42","4500","4500U1541","50","03","803","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u02","00u16","2607"
"26/0","VHO+2607","STA","00u06","25u42","25u48",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2607","RIT","00u26","25u48","26u14","4500","4500U1541","50","02a","850","standaard","Brugge Station","BGGstn","Maldegem Station","MDGstn",17.863,"07u02","00u16","2607"
"26/0","VHO+2607","LED","00u02","26u14","26u16","4500","4500U1541",,,,"standaard","Maldegem Station","MDGstn","Garage Van Hoorebeke","VHO276",0.6860000000000001,"07u02","00u16","2607"
"26/0","VHO+2607","ANA","00u10","26u16","26u26",,,,,,,,,,,,"07u02","00u16","2607"
"26/0","VHO+2606","AVO","00u05","13u05","13u10",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","LED","00u30","13u10","13u40","4605","4605U1310",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u52","13u40","14u32","4605","4605U1310","50","02","380","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u57","01u00","2606"
"26/0","VHO+2606","STA","00u02","14u32","14u34",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u38","14u34","15u12","4605","4605U1310","50","04b","382","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u57","01u00","2606"
"26/0","VHO+2606","STA","00u33","15u12","15u45",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u37","15u45","16u22","4605","4605U1310","50","01a","501","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u57","01u00","2606"
"26/0","VHO+2606","STA","00u02","16u22","16u24",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u58","16u24","17u22","4605","4605U1310","50","03","503","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u57","01u00","2606"
"26/0","VHO+2606","STA","00u20","17u22","17u42",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u52","17u42","18u34","4605","4605U1310","50","02","620","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u57","01u00","2606"
"26/0","VHO+2606","STA","00u02","18u34","18u36",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u38","18u36","19u14","4605","4605U1310","50","04b","622","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u57","01u00","2606"
"26/0","VHO+2606","STA","01u05","19u14","20u19",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u35","20u19","20u54","4605","4605U1310","50","01a","721","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u57","01u00","2606"
"26/0","VHO+2606","STA","00u02","20u54","20u56",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2606","RIT","00u47","20u56","21u43","4605","4605U1310","50","03","723","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u57","01u00","2606"
"26/0","VHO+2606","LED","00u30","21u43","22u13","4605","4605U1310",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u57","01u00","2606"
"26/0","VHO+2606","ANA","00u10","22u13","22u23",,,,,,,,,,,,"05u57","01u00","2606"
"26/0","VHO+2605","AVO","00u05","12u29","12u34",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","LED","00u41","12u34","13u15","4604","4604U1234",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u37","13u15","13u52","4604","4604U1234","50","01a","341","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u25","00u55","2605"
"26/0","VHO+2605","STA","00u02","13u52","13u54",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u58","13u54","14u52","4604","4604U1234","50","03","343","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u25","00u55","2605"
"26/0","VHO+2605","STA","00u20","14u52","15u12",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u52","15u12","16u04","4604","4604U1234","50","02","470","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u25","00u55","2605"
"26/0","VHO+2605","STA","00u02","16u04","16u06",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u38","16u06","16u44","4604","4604U1234","50","04b","472","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u25","00u55","2605"
"26/0","VHO+2605","STA","00u34","16u44","17u18",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u37","17u18","17u55","4604","4604U1234","50","01a","591","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u25","00u55","2605"
"26/0","VHO+2605","STA","00u02","17u55","17u57",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u55","17u57","18u52","4604","4604U1234","50","03","593","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u25","00u55","2605"
"26/0","VHO+2605","STA","00u20","18u52","19u12",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2605","RIT","00u48","19u12","20u00","4604","4604U1234","50","02","700","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u25","00u55","2605"
"26/0","VHO+2605","LED","00u14","20u00","20u14","4604","4604U1234",,,,"geleed","Eeklo Station","EEKstn","Garage Van Hoorebeke","VHO276",9.9,"05u25","00u55","2605"
"26/0","VHO+2605","ANA","00u10","20u14","20u24",,,,,,,,,,,,"05u25","00u55","2605"
"26/0","VHO+2604","AVO","00u05","08u25","08u30",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","LED","00u05","08u30","08u35","4603","4603U0830",,,,"geleed","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","01u03","08u35","09u38","4603","4603U0830","50","06","80","geleed","Maldegem Markt","MDGmk2","Gent Sint-Pietersstation","GNTs2a",34.108,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u38","09u38","10u16",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u37","10u16","10u53","4603","4603U0830","50","01a","171","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u02","10u53","10u55",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u56","10u55","11u51","4603","4603U0830","50","03","173","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u50","11u51","12u41",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u52","12u41","13u33","4603","4603U0830","50","02","320","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u02","13u33","13u35",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u38","13u35","14u13","4603","4603U0830","50","04b","322","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u32","14u13","14u45",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u37","14u45","15u22","4603","4603U0830","50","01a","441","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"07u11","00u49","2604"
"26/0","VHO+2604","STA","00u02","15u22","15u24",,,,,,,,,,,,"07u11","00u49","2604"
"26/0","VHO+2604","RIT","00u58","15u24","16u22","4603","4603U0830","50","03","443","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"07u11","00u49","2604"
